transaction_id,customer_id,amount,transaction_type,transaction_time,location
1088,CUST12,2853.42,withdraw,invalid-timestamp-999,Sanaa
1089,CUST30,INVALID_AMOUNT,deposit,2026-05-21 20:57:05,Sanaa
1090,CUST31,1491.17,payment,2026-06-18 20:57:05,Aden
1091,CUST4,4387.22,withdraw,invalid-timestamp-999,Aden
1092,CUST43,5680.41,deposit,1779386225,Sanaa
1093,CUST36,-7648.93,deposit,invalid-timestamp-999,Ibb
1094,CUST11,4944.31,deposit,21/05/2026 20:57,Aden
1095,CUST39,9477.2,withdraw,2026-05-21 20:57:05,Taiz
1096,CUST32,"3515,52",123,2026-09-22 20:57:05,Sanaa
1097,CUST32,570.92,payment,invalid-timestamp-999,Taiz
1098,CUST23,1432.31,withdraw,1779386225,Sanaa
1099,,2580.43,deposit,2026-05-21 20:57:05,Taiz
1100,CUST2,4577.72,payment,2027-04-03 20:57:05,Aden
1101,CUST2,$1560.07,payment,2026-05-21T20:57:05.728068,Taiz
1102,CUST6,INVALID_AMOUNT,payment,1779386225,Sanaa
1103,CUST18,3990.04,withdraw,2026-05-21T20:57:05.728105,Sanaa
1104,CUST11,,withdraw,2026-06-16 20:57:05,Taiz
1105,CUST26,1065.54,transfer,invalid-timestamp-999,Taiz
1106,CUST46,4254.45,withdraw,21/05/2026 20:57,Sanaa
1107,CUST32,7237.44,deposit,2026-05-21T20:57:05.728162,Aden
1107,CUST32,7237.44,deposit,2026-05-21T20:57:05.728162,Aden
1108,CUST4,8546.39,transfer,2026-05-21T20:57:05.728178,
1109,CUST44,6309.46,deposit,1779386225,Taiz
1026,CUST17,4430.75,deposit,2026-07-21 20:57:05,Ibb
1111,CUST14,,withdraw,1779386225,
1112,CUST10,7820.03,deposit,2026-05-21T20:57:05.728236,Aden
1113,CUST46,,payment,invalid-timestamp-999,Sanaa
1113,CUST46,,payment,invalid-timestamp-999,Sanaa
1079,CUST34,INVALID_AMOUNT,withdraw,2026-05-21 20:57:05,Sanaa
1115,,"4926,34",deposit,21/05/2026 20:57,Ibb
1116,CUST12,5403.58,payment,1779386225,Taiz
1117,CUST38,2273.28,payment,2026-05-21 20:57:05,Aden
1118,CUST21,9214.03,transfer,2026-10-19 20:57:05,Sanaa
1119,CUST47,1941.32,withdraw,21/05/2026 20:57,Aden
1120,CUST33,5717.69,deposit,2026-10-08 20:57:05,Sanaa
1121,CUST20,63.19,payment,2026-05-21 20:57:05,Taiz
1122,CUST3,981.91,withdraw,invalid-timestamp-999,Ibb
1123,CUST38,-2391.77,deposit,21/05/2026 20:57,Taiz
1124,CUST10,4353.13,123,21/05/2026 20:57,Taiz
1125,CUST50,1668.1,deposit,2026-05-21T20:57:05.728437,Taiz
1126,CUST5,281.68,withdraw,2026-05-21 20:57:05,Aden
1127,CUST42,6640.89,payment,2026-05-21 20:57:05,Ibb
1128,CUST48,6652.12,deposit,21/05/2026 20:57,Taiz
1129,CUST49,"4741,40",withdraw,1779386225,Aden
1130,CUST34,$2813.91,deposit,2026-05-21T20:57:05.728516,Sanaa
1131,CUST8,-4966.0,payment,1779386225,
1132,,2068.98,payment,2026-05-21T20:57:05.728534,Sanaa
1130,CUST18,9376.83,transfer,1779386225,Sanaa
1134,CUST31,8844.25,withdraw,21/05/2026 20:57,Aden
1135,CUST35,6798.45,withdraw,2026-05-21T20:57:05.728566,Sanaa
1027,CUST26,8192.14,payment,invalid-timestamp-999,Aden
1137,CUST13,1762.06,payment,2026-05-21 20:57:05,Taiz
1138,CUST19,-3267.19,withdraw,2026-12-10 20:57:05,Taiz
1139,CUST46,"4800,48",payment,2026-09-09 20:57:05,Ibb
1140,CUST44,,123,2026-05-21T20:57:05.728750,Aden
1141,CUST42,,deposit,1779386225,Ibb
1142,CUST27,902.96,withdraw,1779386225,Aden
1143,CUST42,7596.05,withdraw,2026-05-21 20:57:05,Ibb
1144,CUST28,5347.29,deposit,1779386225,Aden
1145,CUST16,7745.67,deposit,21/05/2026 20:57,Sanaa
1146,CUST21,4786.17,payment,2026-05-21 20:57:05,Taiz
COMPLETELY CORRUPTED LINE WITH NO STRUCTURE
1043,CUST36,6514.0,withdraw,1779386225,Taiz
1149,CUST49,4368.28,deposit,invalid-timestamp-999,Ibb
1150,CUST29,3706.48,payment,2026-10-03 20:57:05,Taiz
only,one,field
1152,CUST50,6891.95,withdraw,2026-05-21T20:57:05.728995,Sanaa
1153,CUST26,3820.88,payment,2026-05-21 20:57:05,Sanaa
1154,CUST19,-6582.96,123,1779386225,Sanaa
1098,CUST7,388.22,deposit,1779386225,Taiz
1156,CUST16,8318.08,withdraw,1779386225,Sanaa
1157,CUST12,3684.73,withdraw,2026-05-21T20:57:05.729126,Taiz
1158,CUST6,3437.21,payment,2026-05-21 20:57:05,Sanaa
1159,CUST30,8872.23,123,2026-05-21T20:57:05.729154,Sanaa
1160,CUST42,9994.6,withdraw,2026-05-21T20:57:05.729163,Taiz
1161,CUST40,1239.97,deposit,2026-05-21T20:57:05.729172,Taiz
1162,CUST32,5964.11,deposit,1779386225,Sanaa
1163,CUST15,"4719,06",payment,2026-05-21 20:57:05,Ibb
1163,CUST15,"4719,06",payment,2026-05-21 20:57:05,Ibb
1164,CUST6,9163.97,deposit,21/05/2026 20:57,Ibb
1165,CUST30,-7144.92,deposit,1779386225,Aden
1166,CUST9,-4785.51,transfer,invalid-timestamp-999,Sanaa
1167,CUST50,6886.77,payment,1779386225,Sanaa
1168,CUST31,,payment,2026-05-21T20:57:05.729239,Aden
1169,CUST7,1122.42,payment,2026-11-03 20:57:05,Taiz
1170,CUST34,,deposit,2026-05-21 20:57:05,Sanaa
1171,CUST38,4100.91,transfer,1779386225,Taiz
1147,CUST46,2349.61,transfer,1779386225,Taiz
1173,CUST2,7610.63,payment,2026-05-21T20:57:05.729305,Ibb
1174,CUST12,9652.12,transfer,1779386225,Sanaa
1175,CUST43,,withdraw,invalid-timestamp-999,Aden
1176,CUST40,802.46,withdraw,2026-05-21T20:57:05.729328,Taiz
1177,CUST22,2233.02,withdraw,2026-05-21T20:57:05.729337,Aden
1178,CUST21,9042.35,transfer,2026-11-15 20:57:05,Taiz
1179,CUST12,INVALID_AMOUNT,withdraw,2027-04-27 20:57:05,Sanaa
1180,CUST43,5224.33,transfer,2026-05-21T20:57:05.729376,Ibb
1181,CUST38,8787.38,withdraw,2026-09-04 20:57:05,Taiz
1182,CUST44,6187.0,deposit,2026-11-16 20:57:05,Sanaa
1183,CUST50,4741.43,withdraw,1779386225,Ibb
1184,CUST29,,transfer,invalid-timestamp-999,Taiz
1094,CUST35,4062.44,payment,2027-02-07 20:57:05,Ibb
1186,CUST32,2253.39,withdraw,2027-01-31 20:57:05,Aden
1187,CUST45,-8629.84,transfer,21/05/2026 20:57,Aden
1188,CUST3,2665.84,123,21/05/2026 20:57,Aden
1189,CUST21,1070.05,withdraw,1779386225,Taiz
1190,CUST41,5420.7,deposit,2026-05-21T20:57:05.729485,Aden
1191,CUST43,6758.1,withdraw,invalid-timestamp-999,Sanaa
1191,CUST43,6758.1,withdraw,invalid-timestamp-999,Sanaa
1192,CUST49,5499.93,transfer,2026-05-21 20:57:05,Aden
1193,CUST16,8459.15,payment,invalid-timestamp-999,Sanaa
1140,CUST45,8345.77,transfer,1779386225,Taiz
1195,CUST39,2324.93,deposit,2026-05-21T20:57:05.729530,Sanaa
1196,CUST4,-6598.12,withdraw,1779386225,Aden
1196,CUST4,-6598.12,withdraw,1779386225,Aden
1197,CUST8,7013.95,payment,21/05/2026 20:57,Aden
1198,CUST49,7634.57,withdraw,2026-05-21 20:57:05,Taiz
1199,CUST16,8525.83,transfer,invalid-timestamp-999,Sanaa
1200,CUST10,8176.63,withdraw,2026-05-21 20:57:05,Taiz
